+----------+-------+---------+------+-------------+------------+
|   Seq    |  GC % |   MFE   | CAI  | Levenshtein | Identity % |
|  Gen 52  | 40.66 | -141.03 | 0.35 |     102     |   75.89    |
|  Gen 53  | 40.43 | -141.27 | 0.34 |     103     |   75.65    |
|  Gen 54  | 39.24 | -142.40 | 0.35 |     106     |   74.94    |
|  Gen 55  | 40.66 | -140.97 | 0.36 |     104     |   75.18    |
|  Gen 56  | 39.72 | -141.80 | 0.35 |     106     |   74.70    |
|  Gen 57  | 40.66 | -140.67 | 0.36 |     101     |   76.12    |
|  Gen 58  | 40.19 | -141.13 | 0.36 |     103     |   75.65    |
|  Gen 59  | 39.72 | -141.50 | 0.35 |     107     |   74.70    |
|  Gen 60  | 39.95 | -141.23 | 0.35 |     106     |   74.70    |
|  Gen 61  | 40.66 | -140.50 | 0.35 |     106     |   74.94    |
|  Gen 62  | 40.66 | -140.40 | 0.37 |     100     |   76.36    |
|  Gen 63  | 40.43 | -140.60 | 0.36 |     105     |   75.18    |
|  Gen 64  | 39.48 | -141.50 | 0.36 |     104     |   75.41    |
|  Gen 65  | 40.90 | -140.03 | 0.38 |     104     |   75.41    |
|  Gen 66  | 40.66 | -140.20 | 0.35 |     103     |   75.18    |
|  Gen 67  | 40.43 | -140.30 | 0.37 |     112     |   73.52    |
|  Gen 68  | 40.66 | -140.03 | 0.35 |     107     |   74.70    |
|  Gen 69  | 40.43 | -140.27 | 0.35 |     111     |   73.52    |
|  Gen 70  | 40.19 | -140.50 | 0.35 |     106     |   74.94    |
|  Gen 71  | 40.90 | -139.73 | 0.37 |     106     |   74.94    |
|  Gen 72  | 40.19 | -140.40 | 0.35 |     105     |   75.18    |
|  Gen 73  | 40.43 | -140.13 | 0.37 |     108     |   74.47    |
|  Gen 74  | 40.43 | -140.03 | 0.36 |     107     |   74.70    |
|  Gen 75  | 39.48 | -140.80 | 0.35 |     107     |   74.70    |
|  Gen 76  | 41.13 | -139.10 | 0.37 |     110     |   74.00    |
|  Gen 77  | 40.19 | -140.03 | 0.36 |     102     |   75.89    |
|  Gen 78  | 39.95 | -140.27 | 0.35 |     104     |   75.18    |
|  Gen 79  | 39.72 | -140.50 | 0.35 |     103     |   75.65    |
|  Gen 80  | 40.43 | -139.57 | 0.38 |      97     |   77.07    |
|  Gen 81  | 40.43 | -139.53 | 0.36 |     112     |   73.52    |
|  Gen 82  | 39.95 | -140.00 | 0.35 |      98     |   76.83    |
|  Gen 83  | 40.43 | -139.47 | 0.35 |     112     |   73.52    |
|  Gen 84  | 39.72 | -140.13 | 0.35 |     106     |   74.94    |
|  Gen 85  | 40.43 | -139.30 | 0.36 |     101     |   76.12    |
|  Gen 86  | 40.90 | -138.80 | 0.35 |     104     |   75.41    |
|  Gen 87  | 41.84 | -137.80 | 0.36 |     104     |   75.41    |
|  Gen 88  | 40.90 | -138.70 | 0.36 |     108     |   74.47    |
|  Gen 89  | 41.37 | -138.20 | 0.36 |     105     |   74.94    |
|  Gen 90  | 40.66 | -138.90 | 0.36 |     104     |   75.41    |
|  Gen 91  | 40.19 | -139.27 | 0.36 |     106     |   74.94    |
|  Gen 92  | 39.48 | -139.93 | 0.35 |     105     |   74.94    |
|  Gen 93  | 41.37 | -137.80 | 0.36 |     104     |   75.41    |
|  Gen 94  | 40.19 | -139.00 | 0.33 |     106     |   74.70    |
|  Gen 95  | 41.13 | -138.00 | 0.36 |     105     |   75.18    |
|  Gen 96  | 40.90 | -138.20 | 0.37 |     107     |   74.70    |
|  Gen 97  | 39.95 | -139.17 | 0.35 |     108     |   74.47    |
|  Gen 98  | 40.43 | -138.53 | 0.35 |     104     |   75.41    |
|  Gen 99  | 39.48 | -139.43 | 0.35 |     110     |   73.76    |
| Gen 100  | 40.19 | -138.70 | 0.35 |     104     |   75.41    |
| Best GC  | 42.32 | -145.40 | 0.38 |     107     |   74.47    |
| Best MFE | 40.43 | -151.77 | 0.35 |     106     |   74.70    |
| Best CAI | 41.37 | -147.17 | 0.39 |     105     |   75.18    |
| Natural  | 44.68 | -152.30 | 0.47 |      0      |   100.00   |
+----------+-------+---------+------+-------------+------------+
